text,label
فهد، 🔥 تنبيه من الجوازات: لديك غرآمة مالية لم تسدد. تجنب المضاعفات: https://ksa-verify.live/tag/main/tag فوراً,spam
🎁 أي شخص حسابه انستقرام مسروق أو محظور، أرجعه له في ١٠ دقايق. شغلي مضمون ومجرب. تواصل خاص.,spam
"أهلاً بك، تم إيداع مبلغ 2,500 ريال في حسابك بتاريخ 2025-01-21",ham
تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/43765817,ham
نورة، 🚀 🚨 بمناسبة شهر رمضان: عمرة مجانية لـ 64 شخص. سارع بالتسجيل: https://alrajhi-support.live/wp-content قبل 24 ساعة,spam
محمد، ❌ ‼️ عروض اليوم الوطني: آيفون 15 برو بسعر 499 ريال فقط! العرض ينتهي اليوم: https://ksa-verify.sa/app قبل 24 ساعة,spam
تذكير: لديك موعد مع د. خالد يوم 2025-06-08 الساعة 12 صباحاً,ham
"💰 ❗ مشروع عمل حر في المدينة: دخل شهري يصل لـ 50,000 ريال. اشتراك عبر: t.me/mdh36_3546 قبل 24 ساعة",spam
💰 ‼️ هيئة الزكاة: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://moi-alert.xyz/explore خلال ساعة,spam
مرحباً، أرامكس: شحنتك رقم 763224170728 في طريقها إليك. سائق التوصيل: سعود - +1-931-504-9940x8570,ham
الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 500 ريال. الرصيد المتبقي 8235 ريال,ham
لطيفة، ✨ 🔥 فيزوس خطير تم آكتشافه في جهازك! إزالته فوراً عبر: https://sa-update.org/category/category/app اليوم فقط,spam
مرحباً، أبو أحمد، أرامكس: شحنتك رقم 436794027174 في طريقها إليك. سائق التوصيل: خالد - 603-336-7125x4078,ham
"✅ ‼️ مشروع عمل حر في الدمام: دخل شهري يصل لـ 50,000 ريال. اشتراك عبر: t.me/almshwl_4692 اليوم فقط",spam
❌ ‼️ تنبيه من المرور: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://ksa-verify.xyz/category/explore قبل منتصف الليل,spam
مرحباً، شكراً لشرائك من نون! رقم طلبك: 61078848. سيتم التوصيل خلال 48 ساعة,ham
تحية طيبة، أخت نورة، أهلاً وسهلاً، نود دعوتك لحفل زفاف لطيفة يوم 2025-06-10 في الرياض,ham
السلام عليكم، أخت نورة، هل يمكنك إحضار البيض عند عودتك؟,ham
"مشروع عمل حر في المدينة: دخل شهري يصل لـ 500,000 ريال. اشتراك عبر: t.me/mjd09_958",spam
✨ 🔥 تأكيد طلب: لديك 2 قطع لم يتم تسليمها. تحديث العنوان: https://moi-alert.org/categories/tag قبل 24 ساعة,spam
🚨 تنبيه أمني: حسابك في سوق معرض للاختراق. التحقق الآن: https://ksa-verify.sa/app/wp-content/search خلال ساعة,spam
❗ إشعار من البلاد: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/officia اليوم فقط,spam
🚀 ❗ عروض اليوم الوطني: QLED TV بسعر 999 ريال فقط! العرض ينتهي اليوم: https://alrajhi-support.info/tag/list/categories فوراً,spam
نورة، ‼️ عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 0577262097 اليوم فقط,spam
السلام عليكم، تم شحن طلبك رقم 2522064704. رقم الشحنة: SA53213512165,ham
سعود، ⭐ 🔥 تنبيه من وزأرة العمل: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://ksa-verify.net/app/blog خلال ساعة,spam
مرحباً، تأكيد طلبك رقم 747742390. إجمالي المبلغ 199 ريال شامل الضريبة,ham
أهلاً بك، إشعار من البنك الأهلي: تحويل وارد من نورة بمبلغ 1000 ريال,ham
⚠️ 🔥 إشعار من الراجحي: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/perferendis قبل منتصف الليل,spam
"💰 عميلنا العزيز: يوجد محاولة سحب بقيمة 10,000 ريال من حسابك. أوقف العملية الآن: https://ksa-verify.info/tag/explore/categories",spam
جامعة الملك سعود: تم جدولة الامتحان النهائي يوم 2025-06-10,ham
"فهد، 🚨 وظيفة شاغرة: مشرف مواقع براتب 10,000 ريال. إرسال السيرة على الواتساب: 0586761360 اليوم فقط",spam
"محمد، 🚀 فرصة لسيدات مكة: عمل عن بعد براتب 5,000 ريال. تواصل عبر: 0591775224",spam
"أهلاً بك، تم إيداع مبلغ 5,000 ريال في حسابك بتاريخ 2025-03-30",ham
"محمد، 🔥 مطلوب 43 شخص للعمل في خدمة العملاء. راتب أساسي 7,500 + حوافز. التقديم: https://moi-alert.live/posts فوراً",spam
🔥 تنبيه أمني: حسابك في أمازون معرض للاختزاق. التحقق الآن: https://sa-update.org/wp-content/wp-content خلال ساعة,spam
"⚠️ ⏰ مطلوب 44 شخص للعمل في خدمة العملاء. راتب أساسي 6,000 + حوافز. التقديم: https://stc-offer.info/tags/list فوراً",spam
"مطلوب 35 شخص للعمل في خدمة العملاء. راتب أساسي 6,000 + حوافز. التقديم: https://moi-alert.org/categories",spam
أهلاً بك، جامعة الملك عبدالعزيز: تم جدولة الامتحان النهائي يوم 2025-06-04,ham
🚨 عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 0573203069 فوراً,spam
تحية طيبة، أم فهد، أرامكس: شحنتك رقم 410354476495 في طريقها إليك. سائق التوصيل: خالد - (759)366-8774x17611,ham
"🎁 ⏰ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 500,000 ريال. تأكيد الهوية فوراً: https://moi-alert.info/app/search/category اليوم فقط",spam
شكراً لشرائك من أمازون! رقم طلبك: 71091619. سيتم التوصيل خلال 48 ساعة,ham
شكراً لشرائك من نون! رقم طلبك: 42247190. سيتم التوصيل خلال 48 ساعة,ham
⚠️ وزارة الصحة: يوجد مشكله في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://sa-update.com/main/blog/app,spam
"⚠️ ⏰ مساعدة عاجلة: ابنة أخي بحاجة عملية جرآحية بتكلفة 80,000 ريال. التبرعات على الرقم 0545716306 قبل 24 ساعة",spam
تحية طيبة، أم فهد، تذكير: لديك موعد مع د. سعود يوم 2025-06-16 الساعة 12 صباحاً,ham
عروض سوق: خصم 30% على الأثاث حتى نهاية الأسبوع,ham
💰 🚨 مبروك! فزت بـ سإعة أبل من نون. تأكيد الجائزة خلأل ساعتين: https://ksa-verify.info/tag/tags قبل منتصف الليل,spam
نورة، 🔥 إشعار من الانماء: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/deserunt خلال شاعة,spam
🔥 أي شخص حسابه انستقرام مسروق أو محظور، أرجعه له في ١٠ دقايق. شغلي مضمون ومجرب. تواصل خاص. قبل منتصف الليل,spam
🎁 🚨 هيئة الزكاة: توجد مبالغ زكاة غير مسددة باسمك. السداد خلال 24 ساعة: https://sa-update.info/posts/posts قبل منتصف الليل,spam
✅ ‼️ تنبيه عاجل من البلاد: تم تعليق بطاقتك بشبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://moi-alert.info/explore/blog/category اليوم فقط,spam
أخت نورة، تأكيد طلبك رقم 676028348. إجمالي المبلغ 299 ريال شامل الضريبة,ham
السلام عليكم، تأكيد طلبك رقم 409044599. إجمالي المبلغ 499 ريال شامل الضريبة,ham
❗ جمعية خيرية: كفالة يتيم بـ 500 ريال شهرياً. سجل الآن: https://sa-update.net/list/explore قبل منتصف الليل,spam
⚠️ ‼️ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.xyz/category اليوم فقط,spam
فهد، هيئة الزكاة: توجد مبالغ زكاة غير مسددة باسمك. السداد خلال 24 ساعة: https://alrajhi-support.sa/list/list,spam
‼️ عرض خاص: شحن 100 ريال رصيد مقابل 50 ريال فقط! ارسل 'نعم' للرقم 0571525342 فوراً,spam
"خالد، 💰 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 100,000 ريال. تأكيد الهوية فوراً: https://ksa-verify.net/app/posts/tag",spam
نورة، 🚨 عرض حصري لسكان الدمام: خصم 70% على الملابس. التسجيل: https://ksa-verify.net/list/blog خلال ساعة,spam
✨ 🚨 وزارة العمل: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://sa-update.net/search قبل 24 ساعة,spam
🔥 ⏰ طلبك من جرير يحتاج تأكيد عنوان التوصيل خلال ساعة: https://alrajhi-support.sa/categories/category/posts قبل منتصف الليل,spam
"💰 مشروع عمل حر في الرياض: دخل شهري يصل لـ 500,000 ريال. اشتراك عبر: t.me/mslm28_5631",spam
❗ إشعار من سامبا: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/et اليوم فقط,spam
تحية طيبة، أهلاً وسهلاً، نود دعوتك لحفل زفاف سعود يوم 2025-06-03 في الخبر,ham
🔥 تنبيه من وزإرة العمل: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://stc-offer.sa/list قبل منتصف الليل,spam
عبدالله، 🔥 ‼️ أي شخص حسابه انستقرام مسروق أو محظور، أرجعه له في ١٠ دقايق. شغلي مضمون ومجرب. تواصل خاص. قبل 24 ساعة,spam
✅ إشعآر من الراجحي: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/officiis,spam
لا تنسى دفع فاتورة STC قبل 2025-06-17 لتجنب الإيقاف,ham
طلبك من نون سيصلك اليوم بين الساعة 12-5 مساءً,ham
المرور: تم سداد مخالفة المرور رقم 23748012 بنجاح,ham
🎁 🔥 شحنتك رقم 3954112599 معلقة لعدم دفع رسوم جمركية بقيمة 19.99 ريال. الدفع: https://ksa-verify.xyz/categories/tags/category قبل منتصف الليل,spam
أهلاً بك، تم شحن طلبك رقم 3795555011. رقم الشحنة: SA211308093669,ham
⚠️ تنبيه عاجل من الراجحي: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://stc-offer.live/list/search,spam
"خالد، 💰 ⏰ وظيفة شاغزة: سائق خاص براتب 10,000 ريال. إرسال السيرة على الواتساب: 0574825810 فوراً",spam
نورة، 🚀 ‼️ جمعية خيرية: كفالة يتيم بـ 500 ريال شهرياً. سجل الآن: https://sa-update.sa/posts قبل منتصف الليل,spam
"سعود، ❗ عميلنا العزيز: يوجد محاولة سحب بقيمة 500,000 ريال من حسأبك. أوقف العملية الآن: https://ksa-verify.live/explore/wp-content فوراً",spam
"🔥 🔥 مطلوب 31 شخص للعمل في خدمة العملاء. راتب أساسي 7,500 + حوافز. التقديم: https://alrajhi-support.xyz/categories/explore/main قبل منتصف الليل",spam
🔥 تأكيد طلب: لديك 2 قطع لم يتم تسليمها. تحديث العنوان: https://ksa-verify.sa/search فوراً,spam
الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 1000 ريال. الرصيد المتبقي 17252 ريال,ham
التأمينات الاجتماعية: تم استلام اشتراك شهر December بنجاح. شكراً لالتزامك,ham
"🎁 عميلنا العزيز: يوجد محاولة سحب بقيمة 5,000 ريال من حسابك. أوقف العملية الآن: https://alrajhi-support.com/main",spam
⏰ هيئة الزكاة: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://alrajhi-support.net/search قبل منتصف الليل,spam
خالد، 🚀 ❗ فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://ksa-verify.live/category/blog فوراً,spam
تحية طيبة، أبو أحمد، المرور: تم سداد مخالفة المرور رقم 43770765 بنجاح,ham
"❌ ❗ فرصة لسيدات المدينة: عمل عن بعد براتب 7,200 ريال. تواصل عبر: 0552022071 فوراً",spam
السلام عليكم، إشعار من البنك الأهلي: تحويل وارد من محمد بمبلغ 500 ريال,ham
محمد، تنبيه من الجوازات: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://alrajhi-support.org/category/posts/tag,spam
عبدالله، 💰 ⏰ إشعار من سآب: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/eum فوراً,spam
فهد، ❗ فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://sa-update.live/search خلال ساعة,spam
"عبدالله، تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 25,000 ريال. تأكيد الهوية فوراً: https://customs-pay.xyz/posts",spam
شكراً لشرائك من إكسترا! رقم طلبك: 55205371. سيتم التوصيل خلال 48 ساعة,ham
أهلاً بك، أبو أحمد، تذكير بدفع قسط السيارة الشهري بقيمة 1200 ريال قبل نهاية الأسبوع,ham
"⚠️ عميلنا العزيز: يوجد محاولة سحب بقيمه 100,000 ريال من حسابك. أوقف العملية الآن: https://moi-alert.xyz/list",spam
أبو أحمد، تذكير بدفع قسط السيارة الشهري بقيمة 1200 ريال قبل نهاية الأسبوع,ham
شكراً لشرائك من إكسترا! رقم طلبك: 30754701. سيتم التوصيل خلال 48 ساعة,ham
طلبك من نمشي سيصلك اليوم بين الساعة 12-4 مساءً,ham
لطيفة، 🔥 مبروك! فزت بـ QLED TV من سوق. تأكيد الجائزة خلال ساعتين: https://ksa-verify.info/blog/wp-content قبل 24 ساعة,spam
💯 ‼️ بمناسبة شهر رمضان: عمرة مجانية لـ 157 شخص. سارع بالتسجيل: https://ksa-verify.sa/tags/list/categories اليوم فقط,spam
أخو سعود، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 300 ريال. الرصيد المتبقي 4267 ريال,ham
أخو سعود، تأكيد طلبك رقم 910063238. إجمالي المبلغ 299 ريال شامل الضريبة,ham
أخو سعود، أرامكس: شحنتك رقم 61259445675 في طريقها إليك. سائق التوصيل: فهد - +1-402-716-7956x371,ham
✨ STC: استرد 100 ريال من فاتورتك الأخيرة. الرابط: https://customs-pay.sa/blog,spam
"محمد، مطلوب 45 شخص للعمل في خدمة العملاء. راتب أساسي 7,500 + حوافز. التقديم: https://ksa-verify.com/posts/posts",spam
"❗ وظيفة شاغرة: مدخل بيانات براتب 8,000 ريال. إرسال السيرة على الواتساب: 0582767926 قبل 24 ساعة",spam
"لطيفة، ‼️ فرصة لشيدات الطائف: عمل عن بعد براتب 5,000 ريال. تواصل عبر: 0521079829 اليوم فقط",spam
إشعار من البنك الأهلي: تحويل وارد من فهد بمبلغ 500 ريال,ham
"مرحباً، تم إيداع مبلغ 2,500 ريال في حسابك بتاريخ 2025-05-02",ham
مرحباً، هل يمكنك إحضار الخبز عند عودتك؟,ham
طلبك من نمشي سيصلك اليوم بين الساعة 10-4 مساءً,ham
✨ تنبيه عاجل من العربي الوطني: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://customs-pay.org/explore/posts/tag,spam
عروض جرير: خصم 30% على الأجهزة الإلكترونية حتى نهاية الأسبوع,ham
أخو سعود، طلبك من نون سيصلك اليوم بين الساعة 10-3 مساءً,ham
عبدالله، 🎁 عاجل: إخطار من النيابة العامة برقم 66581271. التفاصيل: https://customs-pay.net/tag/posts,spam
فهد، إشعار من العربي الوطني: حسابك بحأجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/quod,spam
شكراً لشرائك من نون! رقم طلبك: 86007347. سيتم التوصيل خلال 48 ساعة,ham
عرض حصري لسكان المدينة: خصم 70% على الأثاث. التسجيل: https://alrajhi-support.net/explore,spam
أهلاً بك، تذكير: آخر موعد لتسليم البحث يوم 2025-06-04,ham
🚨 شحنتك رقم 8841316491 معلقة لعدم دفع رسوم جمركية بقيمة 49.00 ريال. الدفع: https://alrajhi-support.live/tag/category/search قبل منتصف الليل,spam
موعد تسليم المشروع النهائي: 2025-06-04,ham
أهلاً بك، أخو سعود، لطيفة، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
"خالد، 🔥 🚨 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 50,000 ريال. تأكيد الهوية فوراً: https://ksa-verify.sa/list/main/tag قبل منتصف الليل",spam
"تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 25,000 ريال. تأكيد الهوية فوراً: https://alrajhi-support.live/list",spam
"تحية طيبة، أبو أحمد، تم إيداع مبلغ 2,500 ريال في حسابك بتاريخ 2025-02-07",ham
نورة، ⚠️ ‼️ مبروك! فزت بـ ماك بوك من نون. تأكيد الجائزة خلال ساعتين: https://customs-pay.com/list/blog/wp-content اليوم فقط,spam
السلام عليكم، تذكير: سداد قرضك الشهري بقيمة 800 ريال مستحق يوم 2025-06-04,ham
فهد، عروض اليوم الوطني: بلاي ستيشن 5 بسعر 499 ريال فقط! العرض ينتهي اليوم: https://sa-update.com/tags/main,spam
❗ فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://stc-offer.info/list/main قبل منتصف الليل,spam
🎁 ‼️ عروض اليوم الوطني: آيفون 15 برو بسعز 799 ريال فقط! العرض ينتهي اليوم: https://stc-offer.live/main/categories خلال ساعة,spam
عبدالله، ‼️ وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://moi-alert.live/categories قبل 24 ساعة,spam
السلام عليكم، تذكير: سداد قرضك الشهري بقيمة 800 ريال مستحق يوم 2025-06-02,ham
خالد، 🎁 🔥 فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://moi-alert.sa/category/list اليوم فقط,spam
تحية طيبة، تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/70966947,ham
مرحباً، أبو أحمد، فهد، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
لطيفة، مبروك! فزت بـ بلاي ستيشن 5 من علي بابا. تأكيد الجائزة خلال ساعتين: https://alrajhi-support.sa/wp-content/wp-content/search,spam
🔥 فيروس خطير تم اكتشافه في جهازك! إزالته فوراً عبر: https://stc-offer.sa/search قبل منتصف الليل,spam
"لطيفة، ❗ تم أكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 100,000 ريال. تأكيد الهوية فوراً: https://alrajhi-support.net/posts/search اليوم فقط",spam
تم شحن طلبك رقم 7779433237. رقم الشحنة: SA351748860969,ham
عبدالله، الجوازات: يوجد مشكلة في وثيقتك الرشمية. التصحيح خلال 48 ساعة ضروري: https://sa-update.sa/main,spam
‼️ تنبيه من التأمينات الاجتماعية: لديك غزامة مالية لم تسدد. تجنب إلمضاعفات: https://ksa-verify.net/wp-content/categories/search خلال سأعة,spam
أهلاً وسهلاً، نود دعوتك لحفل زفاف خالد يوم 2025-06-15 في الرياض,ham
أهلاً بك، أخو سعود، تهنئة بمناسبة النجاح! نتمنى لك التوفيق في مراحلك القادمة,ham
💯 ⏰ أختكم نورة تبحث عن زواج شرعي. التواصل خاص للجادين فقط. قبل منتصف الليل,spam
أهلاً بك، طلبك من نون سيصلك اليوم بين الساعة 10-4 مساءً,ham
🎁 STC: استرد 100 ريال من فاتورتك الأخيرة. الرابط: https://sa-update.live/tag/posts/app,spam
تحية طيبة، أم فهد، أهلاً وسهلاً، نود دعوتك لحفل زفاف عبدالله يوم 2025-06-03 في الخبر,ham
أخت نورة، عروض جرير: خصم 30% على الأثاث حتى نهاية الأسبوع,ham
سعود، 💰 ⏰ إشعار من العربي الوطني: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/corporis فوراً,spam
وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.info/list/posts/category,spam
تأكيد طلبك رقم 613350521. إجمالي المبلغ 199 ريال شامل الضريبة,ham
أهلاً بك، أخت نورة، وزارة العمل: تم استلام طلب إصدار رخصة عمل لـ لطيفة. سيتم الرد خلال 3 أيام عمل,ham
"💯 ‼️ فرصة لسيدات جدة: عمل عن بعد براتب 6,500 ريال. تواصل عبر: 057343990 قبل 24 ساعة",spam
مرحباً، تذكير: سداد قرضك الشهري بقيمة 800 ريال مستحق يوم 2025-06-02,ham
أهلاً بك، تأكيد الاستلام: تم تسليم الطرد إلى العنوان المحدد,ham
لطيفة، 💰 ❗ تنبيه أمني: حسابك في علي بابا معرض للاختراق. التحقق الآن: https://ksa-verify.info/list/explore/tags اليوم فقط,spam
مرحباً، محمد، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
⭐ ⏰ هيئة الزكاة: يوجد مشكلة في وثيقتك الرسمية. التصحيح خلال 48 ساعة ضروري: https://sa-update.info/explore قبل 24 ساعة,spam
شكراً لشرائك من إكسترا! رقم طلبك: 78808123. سيتم التوصيل خلال 48 ساعة,ham
أهلاً وسهلاً، نود دعوتك لحفل زفاف نورة يوم 2025-06-17 في المدينة,ham
"⏰ فرصة لسيدات الدمام: عمل عن بعد بزاتب 5,000 ريال. تواصل عبر: 0568944060 فوراً",spam
السلام عليكم، طلبك من نمشي سيصلك اليوم بين الساعة 10-4 مساءً,ham
"‼️ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 5,000 ريال. تأكيد الهوية فوراً: https://ksa-verify.live/categories فوراً",spam
تحية طيبة، أبو أحمد، نتيجة اختبار January متاحة الآن على البوابة التعليمية,ham
مرحباً، تأكيد طلبك رقم 147456098. إجمالي المبلغ 499 ريال شامل الضريبة,ham
"وظيفة شاغرة: مسوق إلكتروني براتب 10,000 ريال. إرسال السيرة على الواتساب: 0538775224",spam
✅ 🔥 تنبيه عاجل من البنك الأهلي: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://sa-update.sa/posts/category اليوم فقط,spam
"فهد، ‼️ تم أكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 5,000 ريال. تأكيد الهوية فوراً: https://sa-update.org/category اليوم فقط",spam
"⭐ مشروع عمل حر في الخبر: دخل شهري يصل لـ 25,000 ريال. اشتراك عبر: t.me/ulmhydb_5731",spam
محمد، أي شخص حسابه انستقرام مسروق أو محظور، أرجعه له في ١٠ دقايق. شغلي مضمون ومجرب. تواصل خاص.,spam
🔥 مبروك! فزت بـ ماك بوك من أمازون. تأكيد آلجائزة خلال ساعتين: https://sa-update.live/categories اليوم فقط,spam
أرامكس: شحنتك رقم 315896372278 في طريقها إليك. سائق التوصيل: فهد - 478.993.9644x74301,ham
🔥 وزارة العمل: يوجد مشكلة في وثيقتك آلرسمية. التصحيح خلال 48 ساعة ضروري: https://alrajhi-support.sa/blog/explore قبل 24 ساعة,spam
شكراً لشرائك من أمازون! رقم طلبك: 56761262. سيتم التوصيل خلال 48 ساعة,ham
السلام عليكم، أبو أحمد، عبدالله، اتصلت عليك لكنك مشغول. اتصل بي عندما تتاح لك فرصة,ham
عبدالله، ⚠️ عاجل: إخطار من النيابة العامة برقم 98553552. التفاصيل: https://sa-update.org/blog/wp-content/tag,spam
💯 🔥 وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://sa-update.xyz/main/list اليوم فقط,spam
أخت نورة، التأمينات الاجتماعية: تم استلام اشتراك شهر May بنجاح. شكراً لالتزامك,ham
"وظيفة شاغرة: مسوق إلكتروني براتب 10,000 ريال. إرسال السيزة على الواتساب: 0526011603",spam
خالد، ⏰ بمناسبة شهر رمضان: عمرة مجانية لـ 65 شخص. سارع بالتسجيل: https://stc-offer.com/app فوراً,spam
🎁 🚨 STC: استرد 200 ريال من فاتورتك الأخيزة. الرابط: https://customs-pay.live/search فوراً,spam
عبدالله، أرامكس: شحنتك متوقفة في جمارك جدة. دفع 15 ريال للتخليص: https://moi-alert.com/list,spam
مرحباً، تم تسليم شحنتك بنجاح. تقييم الخدمة: https://na.salla.sa/order/94655521,ham
❗ إشعار من ساب: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/nesciunt قبل 24 ساعة,spam
وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://customs-pay.xyz/list/app,spam
لطيفة، ❌ وزارة آلداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.com/app/list/categories,spam
‼️ بمناسبة شهر رمضان: عمرة مجانية لـ 189 شخص. سارع بالتسجيل: https://stc-offer.org/wp-content/tags/blog فوراً,spam
"✅ 🔥 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 50,000 ريال. تأكيد الهوية فوراً: https://moi-alert.sa/main/search قبل منتصف الليل",spam
"لطيفة، 💯 عميلنا العزيز: يوجد محاولة سحب بقيمة 5,000 ريال من حسابك. أوقف العملية الآن: https://alrajhi-support.xyz/main/categories",spam
‼️ تنبيه عاجل من سامبا: تم تعليق بطاقتك بسبب نشأط مشبوه. التحديث المطلوب خلال 24 ساعة: https://customs-pay.net/categories/list/app قبل منتصف الليل,spam
شكراً لشرائك من سوق! رقم طلبك: 28897220. سيتم التوصيل خلال 48 ساعة,ham
شكراً لشرائك من نمشي! رقم طلبك: 12889217. سيتم التوصيل خلال 48 ساعة,ham
"💯 تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 1,000 ريال. تأكيد الهوية فوراً: https://ksa-verify.xyz/category/category/wp-content",spam
💯 🔥 وزارة الداخلية: مطلوب تحديث بيانات الإقامة قبل 18-06-2025. الرابط: https://ksa-verify.sa/main/tag قبل 24 ساعة,spam
إشعار من البنك الأهلي: تحويل وارد من سعود بمبلغ 1000 ريال,ham
السلام عليكم، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 500 ريال. الرصيد المتبقي 3699 ريال,ham
أرامكس: شحنتك رقم 905307451718 في طريقها إليك. سائق التوصيل: سعود - 001-237-469-6403x04865,ham
سعود، ‼️ تنبيه من التأمينات الاجتماعية: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://ksa-verify.info/blog/explore اليوم فقط,spam
"💰 ❗ تم اكتشاف عملية تحويل مشبوهة من حسابك بمبلغ 100,000 ريال. تأكيد الهوية فوراً: https://moi-alert.live/posts/category/posts قبل منتصف الليل",spam
💰 🔥 تنبيه أمني: حسابك في علي بابا معرض للاختراق. التحقق الآن: https://alrajhi-support.net/tags/list/categories قبل منتصف الليل,spam
تمت الموافقة على إجازتك المطلوبة من 2025-06-02 إلى 2025-06-02,ham
أهلاً بك، طلبك من سوق سيصلك اليوم بين الساعة 11-5 مساءً,ham
عبدالله، ⚠️ تنبيه عاجل من البلاد: تم تعليق بطاقتك بسبب نشاط مشبوه. التحديث المطلوب خلال 24 ساعة: https://sa-update.com/wp-content/explore/search,spam
لطيفة، ✅ ❗ إشعار من الرياض: حسابك بحاجة لتحديث بيانات الهوية. تجنب الإيقاف: https://bit.ly/voluptatibus اليوم فقط,spam
"‼️ مشروع عمل حر في الدمام: دخل شهري يصل لـ 5,000 ريال. اشتراك عبر: t.me/al-sltnyr_8550 قبل منتصف الليل",spam
"⭐ عميلنا العزيز: يوجد محاولة سحب بقيمة 1,000 ريال من حسآبك. أوقف العملية الآن: https://alrajhi-support.sa/tags",spam
سعود، 🔥 تنبيه من وزارة العمل: لديك غرامة مالية لم تسدد. تجنب المضاعفات: https://sa-update.xyz/main/search قبل 24 ساعة,spam
"السلام عليكم، تم إيداع مبلغ 1,000 ريال في حسابك بتاريخ 2025-05-19",ham
تحية طيبة، الراجحي: عملية سحب نقدي من الصراف الآلي بمبلغ 300 ريال. الرصيد المتبقي 9519 ريال,ham
أهلاً بك، أخو سعود، تأكيد الاستلام: تم تسليم الطرد إلى العنوان المحدد,ham
أبو أحمد، موعد تسليم المشروع النهائي: 2025-06-04,ham
"🚨 وظيفة شاغرة: مدخل بيانات براتب 8,000 ريال. إرسال السيرة على الواتساب: 0549107427 فوراً",spam
طلبك من سوق سيصلك اليوم بين الساعة 10-1 مساءً,ham
